page_path,page_title,comic_id,title,asset_path,source_url,creator,license,license_url
checklists/project-closure-handover.qmd,Is this project ready to close or hand over?,910,Permanence,assets/xkcd/910-permanence.png,https://xkcd.com/910/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/supervisor-expectations.qmd,Supervisor expectations conversation guide,1028,Communication,assets/xkcd/1028-communication.png,https://xkcd.com/1028/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/supervision-agreement.qmd,Supervision agreement,1028,Communication,assets/xkcd/1028-communication.png,https://xkcd.com/1028/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/meeting-agenda.qmd,Decision-oriented meeting agenda,1860,Communicating,assets/xkcd/1860-communicating.png,https://xkcd.com/1860/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/meeting-record.qmd,Meeting record,910,Permanence,assets/xkcd/910-permanence.png,https://xkcd.com/910/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/matters-arising.qmd,Matters-arising register,1782,Team Chat,assets/xkcd/1782-team-chat.png,https://xkcd.com/1782/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/action-register.qmd,Action register,1425,Tasks,assets/xkcd/1425-tasks.png,https://xkcd.com/1425/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/decision-log.qmd,Decision log,1282,Monty Hall,assets/xkcd/1282-monty-hall.png,https://xkcd.com/1282/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/unresolved-questions.qmd,Unresolved-questions log,2368,Bigger Problem,assets/xkcd/2368-bigger-problem.png,https://xkcd.com/2368/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/risk-issues-register.qmd,Risk and issues register,2368,Bigger Problem,assets/xkcd/2368-bigger-problem.png,https://xkcd.com/2368/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/topic-due-diligence.qmd,Topic due-diligence canvas,1205,Is It Worth the Time?,assets/xkcd/1205-is-it-worth-the-time.png,https://xkcd.com/1205/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/topic-case.qmd,One-page case for a proposed topic,2368,Bigger Problem,assets/xkcd/2368-bigger-problem.png,https://xkcd.com/2368/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/contribution-statement.qmd,Contribution statement,2456,Types of Scientific Paper,assets/xkcd/2456-types-of-scientific-paper.png,https://xkcd.com/2456/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/search-concepts.qmd,Search-concept table,979,Wisdom of the Ancients,assets/xkcd/979-wisdom-of-the-ancients.png,https://xkcd.com/979/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/search-log.qmd,Search log,979,Wisdom of the Ancients,assets/xkcd/979-wisdom-of-the-ancients.png,https://xkcd.com/979/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/citation-chaining.qmd,Citation-chaining log,979,Wisdom of the Ancients,assets/xkcd/979-wisdom-of-the-ancients.png,https://xkcd.com/979/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/paper-triage-extraction.qmd,Paper triage and extraction,1447,Meta-Analysis,assets/xkcd/1447-meta-analysis.png,https://xkcd.com/1447/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/evidence-matrix.qmd,Evidence matrix,1447,Meta-Analysis,assets/xkcd/1447-meta-analysis.png,https://xkcd.com/1447/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/synthesis-argument-map.qmd,Synthesis and argument map,1447,Meta-Analysis,assets/xkcd/1447-meta-analysis.png,https://xkcd.com/1447/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/method-options.qmd,Method-options comparison,263,Certainty,assets/xkcd/263-certainty.png,https://xkcd.com/263/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/method-decision.qmd,Methodological decision record,1282,Monty Hall,assets/xkcd/1282-monty-hall.png,https://xkcd.com/1282/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/protocol-deviation.qmd,Protocol-deviation log,263,Certainty,assets/xkcd/263-certainty.png,https://xkcd.com/263/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/data-management-plan.qmd,Living data-management plan,2582,Data Trap,assets/xkcd/2582-data-trap.png,https://xkcd.com/2582/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/data-dictionary.qmd,Data dictionary and codebook,2582,Data Trap,assets/xkcd/2582-data-trap.png,https://xkcd.com/2582/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/repository-readme.qmd,Repository README template,225,Open Source,assets/xkcd/225-open-source.png,https://xkcd.com/225/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/ai-use-log.qmd,AI-use and verification log,1838,Machine Learning,assets/xkcd/1838-machine-learning.png,https://xkcd.com/1838/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/supervisor-review-cover-note.qmd,Supervisor review cover note,1860,Communicating,assets/xkcd/1860-communicating.png,https://xkcd.com/1860/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/feedback-response.qmd,Feedback response matrix,481,Listen to Yourself,assets/xkcd/481-listen-to-yourself.png,https://xkcd.com/481/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/authorship-conversation.qmd,Authorship conversation record,2025,Peer Review,assets/xkcd/2025-peer-review.png,https://xkcd.com/2025/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/journal-due-diligence.qmd,Journal selection due diligence,2304,Preprint,assets/xkcd/2304-preprint.png,https://xkcd.com/2304/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/reviewer-response.qmd,Reviewer-response matrix,2025,Peer Review,assets/xkcd/2025-peer-review.png,https://xkcd.com/2025/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/escalation-message.qmd,Escalation message builder,1028,Communication,assets/xkcd/1028-communication.png,https://xkcd.com/1028/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
templates/thesis-contribution-map.qmd,Thesis contribution map,2456,Types of Scientific Paper,assets/xkcd/2456-types-of-scientific-paper.png,https://xkcd.com/2456/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/index.qmd,I’m stuck,722,Computer Problems,assets/xkcd/722-computer-problems.png,https://xkcd.com/722/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/starting-or-expectations.qmd,Starting point or expectations are unclear,1425,Tasks,assets/xkcd/1425-tasks.png,https://xkcd.com/1425/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/topic-or-question.qmd,My topic or question is not defensible yet,974,The General Problem,assets/xkcd/974-the-general-problem.png,https://xkcd.com/974/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/method-paralysis.qmd,I cannot choose a method,1282,Monty Hall,assets/xkcd/1282-monty-hall.png,https://xkcd.com/1282/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/waiting-or-blocked.qmd,"I am waiting for feedback, approval, access, equipment or data",303,Compiling,assets/xkcd/303-compiling.png,https://xkcd.com/303/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/study-failure.qmd,"Recruitment, data or a study has failed",349,Success,assets/xkcd/349-success.png,https://xkcd.com/349/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/technical-failure.qmd,"Analysis, code or files do not work",371,Compiler Complaint,assets/xkcd/371-compiler-complaint.png,https://xkcd.com/371/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/writing-or-perfectionism.qmd,I cannot start writing or stop revising,1691,Optimization,assets/xkcd/1691-optimization.png,https://xkcd.com/1691/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/relationship-or-authorship.qmd,"A supervision, authorship or collaboration problem feels stuck",1028,Communication,assets/xkcd/1028-communication.png,https://xkcd.com/1028/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/good-enough.qmd,Unsure whether the work is good enough,974,The General Problem,assets/xkcd/974-the-general-problem.png,https://xkcd.com/974/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
stuck/wellbeing-or-safety.qmd,"Workload, wellbeing, safety or conduct is affecting the work",828,Positive Attitude,assets/xkcd/828-positive-attitude.png,https://xkcd.com/828/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
support.qmd,Local rules and specialist help,2368,Bigger Problem,assets/xkcd/2368-bigger-problem.png,https://xkcd.com/2368/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
contributions/index.qmd,Suggest an improvement,1060,Crowdsourcing,assets/xkcd/1060-crowdsourcing.png,https://xkcd.com/1060/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
contributions/how-to-help.qmd,How to suggest an improvement,2601,Instructions,assets/xkcd/2601-instructions.png,https://xkcd.com/2601/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
contributions/editorial-workflow.qmd,How suggestions become handbook changes,1319,Automation,assets/xkcd/1319-automation.png,https://xkcd.com/1319/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
contributions/ai-and-editorial-practice.qmd,"Human-led, AI-assisted",2173,Trained a Neural Net,assets/xkcd/2173-trained-a-neural-net.png,https://xkcd.com/2173/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
contributions/visuals-and-credit.qmd,"Visuals, humour and credit",14,Copyright,assets/xkcd/14-copyright.jpg,https://xkcd.com/14/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
references.qmd,References,2086,History Department,assets/xkcd/2086-history-department.png,https://xkcd.com/2086/,Randall Munroe / xkcd,CC BY-NC 2.5,https://creativecommons.org/licenses/by-nc/2.5/
